央视频道,#genre#
BRTV影视,http://192.168.2.2:7088/rtp/239.3.1.158:8000
BRTV文艺,http://192.168.2.2:7088/rtp/239.3.1.242:8000
BRTV财经,http://192.168.2.2:7088/rtp/239.3.1.116:8000
BRTV生活,http://192.168.2.2:7088/rtp/239.3.1.117:8000
BRTV青年,http://192.168.2.2:7088/rtp/239.3.1.118:8000
BRTV科教,http://192.168.2.2:7088/rtp/239.3.1.115:8000
BRTV卡酷少儿,http://192.168.2.2:7088/rtp/239.3.1.189:8000
BRTV冬奥纪实,http://192.168.2.2:7088/rtp/239.3.1.120:8000
BTV国际频道,http://192.168.2.2:7088/rtp/239.3.1.235:8000
其他频道,#genre#
大健康,http://192.168.2.2:7088/rtp/239.2.1.251:8002
DOGTV,http://192.168.2.2:7088/rtp/239.2.1.102:8002
淘Baby,http://192.168.2.2:7088/rtp/239.2.1.238:8002
淘剧场,http://192.168.2.2:7088/rtp/239.2.1.95:8002
淘电影,http://192.168.2.2:7088/rtp/239.2.1.250:8002
淘娱乐,http://192.168.2.2:7088/rtp/239.2.1.100:8002
4K超清,http://192.168.2.2:7088/rtp/239.2.1.249:8002
爱上4K,http://192.168.2.2:7088/rtp/239.2.1.236:2000
CETV1,http://192.168.2.2:7088/rtp/239.2.1.57:8152
嘉佳卡通,http://192.168.2.2:7088/rtp/239.2.1.147:9268
CETV2,http://192.168.2.2:7088/rtp/239.2.1.54:4120
CETV3,http://192.168.2.2:7088/rtp/239.2.1.55:4120
CETV4,http://192.168.2.2:7088/rtp/239.2.1.56:4120
收视指南,http://192.168.2.2:7088/rtp/239.2.1.193:8012
热播剧场,http://192.168.2.2:7088/rtp/239.2.1.194:9020
经典电影,http://192.168.2.2:7088/rtp/239.2.1.195:9024
魅力时尚,http://192.168.2.2:7088/rtp/239.2.1.196:9012
IPTV3＋,http://192.168.2.2:7088/rtp/239.2.1.198:9004
IPTV5＋,http://192.168.2.2:7088/rtp/239.2.1.237:4120
IPTV6＋,http://192.168.2.2:7088/rtp/239.2.1.197:9016
IPTV8＋,http://192.168.2.2:7088/rtp/239.2.1.201:8072
少儿动画,http://192.168.2.2:7088/rtp/239.2.1.199:9000
文化北京,http://192.168.2.2:7088/rtp/239.2.1.97:8002
淘京品,http://192.168.2.2:7088/rtp/239.2.1.98:8002
淘体育,http://192.168.2.2:7088/rtp/239.2.1.99:8002
淘军迷,http://192.168.2.2:7088/rtp/239.2.1.101:8002
熊猫频道,http://192.168.2.2:7088/rtp/239.2.1.66:8068
城市剧场,http://192.168.2.2:7088/rtp/239.2.1.67:4120
军旅剧场,http://192.168.2.2:7088/rtp/239.2.1.68:4120
古装剧场,http://192.168.2.2:7088/rtp/239.2.1.69:4120
音乐现场,http://192.168.2.2:7088/rtp/239.2.1.70:4120
地理,http://192.168.2.2:7088/rtp/239.2.1.71:4120
美妆,http://192.168.2.2:7088/rtp/239.2.1.72:4120
美人,http://192.168.2.2:7088/rtp/239.2.1.73:4120
精选,http://192.168.2.2:7088/rtp/239.2.1.74:4120
解密,http://192.168.2.2:7088/rtp/239.2.1.75:4120
军事,http://192.168.2.2:7088/rtp/239.2.1.76:4120
国学,http://192.168.2.2:7088/rtp/239.2.1.77:4120
戏曲,http://192.168.2.2:7088/rtp/239.2.1.78:4120
早教,http://192.168.2.2:7088/rtp/239.2.1.79:4120
动画,http://192.168.2.2:7088/rtp/239.2.1.80:4120
好学生,http://192.168.2.2:7088/rtp/239.2.1.81:4120
鉴赏,http://192.168.2.2:7088/rtp/239.2.1.82:4120
墨宝,http://192.168.2.2:7088/rtp/239.2.1.83:4120
光影,http://192.168.2.2:7088/rtp/239.2.1.84:4120
台球,http://192.168.2.2:7088/rtp/239.2.1.85:4120
爱生活,http://192.168.2.2:7088/rtp/239.2.1.86:4120
武术,http://192.168.2.2:7088/rtp/239.2.1.87:4120
高网,http://192.168.2.2:7088/rtp/239.2.1.88:4120
足球,http://192.168.2.2:7088/rtp/239.2.1.89:4120
武侠剧场,http://192.168.2.2:7088/rtp/239.2.1.90:4120
喜剧影院,http://192.168.2.2:7088/rtp/239.2.1.91:4120
动作影院,http://192.168.2.2:7088/rtp/239.2.1.92:4120
家庭影院,http://192.168.2.2:7088/rtp/239.2.1.93:4120
星影,http://192.168.2.2:7088/rtp/239.2.1.94:4120
